context_path,absolute_path,n_rows,n_cols,table_missing_ratio,n_numeric_cols_est,n_cols_mostly_empty,avg_col_cardinality,median_col_cardinality,avg_cell_length,has_duplicate_column_names,duplicate_column_names
csv/203-csv/576.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\576.csv,7,6,0.0,5,0,5.5,5.5,2.357,False,
csv/203-csv/707.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\707.csv,11,6,0.0,5,0,10.667,11.0,4.228,False,
csv/204-csv/295.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\295.csv,12,6,0.083333,0,0,8.833,10.5,22.389,False,
csv/203-csv/46.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\46.csv,21,8,0.208333,0,2,14.125,14.5,15.833,False,
csv/204-csv/197.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\197.csv,12,7,0.0,0,1,9.286,12.0,11.245,False,
csv/204-csv/617.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\617.csv,12,7,0.0,0,1,9.0,12.0,11.083,False,
csv/204-csv/156.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\156.csv,22,5,0.0,1,0,13.6,11.0,11.273,False,
csv/203-csv/548.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\548.csv,24,6,0.0,5,0,10.0,7.5,2.243,False,
csv/204-csv/897.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\897.csv,13,7,0.0,0,0,10.571,13.0,11.786,False,
csv/204-csv/317.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\317.csv,46,6,0.0,1,2,26.0,22.0,7.492,False,
csv/204-csv/624.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\624.csv,8,7,0.0,3,0,5.857,6.0,8.554,False,
csv/204-csv/601.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\601.csv,51,7,0.0,2,1,24.286,23.0,9.361,False,
csv/204-csv/174.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\174.csv,11,5,0.0,2,1,8.0,8.0,6.177,False,
csv/204-csv/517.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\517.csv,34,6,0.0,0,0,27.5,32.0,14.63,False,
csv/203-csv/18.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\18.csv,9,6,0.0,1,0,7.5,7.5,22.669,False,
csv/204-csv/461.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\461.csv,15,10,0.0,1,1,9.9,12.0,12.882,False,
csv/204-csv/899.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\899.csv,21,6,0.015873,1,0,19.333,19.5,45.09,False,
csv/204-csv/518.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\518.csv,8,6,0.0,0,0,5.0,5.5,12.625,False,
csv/202-csv/85.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\85.csv,10,6,0.0,1,0,9.167,9.0,12.733,False,
csv/204-csv/630.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\630.csv,21,6,0.0,1,0,15.333,19.5,9.603,False,
csv/204-csv/104.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\104.csv,55,7,0.0,0,0,23.857,18.0,15.63,False,
csv/204-csv/893.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\893.csv,14,5,0.0,1,1,10.0,10.0,7.014,False,
csv/204-csv/751.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\751.csv,15,6,0.066667,0,0,12.167,11.5,35.301,False,
csv/204-csv/671.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\671.csv,22,8,0.0,0,4,8.0,9.5,11.674,False,
csv/204-csv/198.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\198.csv,9,5,0.044444,1,1,6.6,7.0,12.152,False,
csv/203-csv/400.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\400.csv,9,5,0.0,0,0,8.2,9.0,22.667,False,
csv/204-csv/469.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\469.csv,18,7,0.0,5,0,12.714,14.0,4.516,False,
csv/203-csv/523.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\523.csv,12,6,0.0,4,0,10.833,12.0,5.305,False,
csv/203-csv/266.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\266.csv,7,4,0.0,3,0,6.5,7.0,4.786,False,
csv/204-csv/769.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\769.csv,8,5,0.0,0,0,6.8,8.0,11.625,False,
csv/203-csv/459.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\459.csv,12,9,0.0,2,1,9.0,11.0,10.333,False,
csv/204-csv/871.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\871.csv,16,5,0.0,1,0,12.0,14.0,20.278,False,
csv/203-csv/505.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\505.csv,159,7,0.0,1,2,90.286,102.0,12.328,False,
csv/204-csv/339.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\339.csv,10,8,0.0375,6,0,6.75,7.5,3.567,False,
csv/203-csv/192.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\192.csv,9,5,0.0,1,0,4.8,5.0,11.667,False,
csv/203-csv/201.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\201.csv,8,5,0.0,0,0,5.8,6.0,17.044,False,
csv/203-csv/9.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\9.csv,52,5,0.0,0,0,31.4,49.0,13.8,False,
csv/204-csv/583.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\583.csv,7,6,0.0,0,0,4.667,4.0,14.881,False,
csv/203-csv/306.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\306.csv,13,5,0.0,1,0,10.2,11.0,13.539,False,
csv/203-csv/417.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\417.csv,263,8,0.000951,2,1,96.0,37.0,8.382,False,
csv/204-csv/627.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\627.csv,10,5,0.0,0,0,8.2,9.0,13.189,False,
csv/204-csv/940.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\940.csv,8,13,0.0,9,1,4.846,5.0,2.83,False,
csv/203-csv/545.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\545.csv,8,1,0.0,0,0,8.0,8.0,195.5,False,
csv/204-csv/828.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\828.csv,25,5,0.0,3,0,21.4,19.0,7.967,False,
csv/204-csv/846.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\846.csv,8,5,0.0,1,0,7.6,8.0,8.829,False,
csv/204-csv/350.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\350.csv,9,8,0.0,0,0,4.875,5.0,8.743,False,
csv/203-csv/114.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\114.csv,17,8,0.0,1,0,15.125,17.0,10.75,False,
csv/204-csv/98.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\98.csv,8,6,0.020833,1,0,5.5,6.0,8.649,False,
csv/203-csv/356.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\356.csv,42,1,0.0,0,0,42.0,42.0,68.833,False,
csv/203-csv/218.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\218.csv,37,8,0.0,3,0,28.125,31.0,11.699,False,
csv/204-csv/906.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\906.csv,16,5,0.0,1,0,9.4,6.0,12.17,False,
csv/204-csv/209.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\209.csv,12,5,0.0,0,1,7.6,12.0,16.4,False,
csv/204-csv/381.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\381.csv,19,8,0.0,2,0,18.75,19.0,5.539,False,
csv/204-csv/859.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\859.csv,33,5,0.0,1,1,27.0,31.0,21.743,False,
csv/203-csv/695.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\695.csv,8,1,0.0,0,0,8.0,8.0,53.375,False,
csv/203-csv/460.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\460.csv,32,10,0.0,9,0,21.6,24.0,3.109,False,
csv/203-csv/789.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\789.csv,8,7,0.160714,2,1,3.857,4.0,3.375,False,
csv/203-csv/782.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\782.csv,22,1,0.0,0,0,22.0,22.0,126.364,False,
csv/203-csv/34.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\34.csv,14,7,0.234694,5,1,8.143,9.0,3.196,False,
csv/204-csv/41.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\41.csv,8,5,0.0,1,1,5.8,6.0,7.375,False,
csv/204-csv/565.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\565.csv,46,7,0.0,1,0,29.571,27.0,7.471,False,
csv/203-csv/325.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\325.csv,16,5,0.0125,1,0,10.2,14.0,12.817,False,
csv/204-csv/222.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\222.csv,128,6,0.0,1,0,63.667,73.0,16.655,False,
csv/203-csv/760.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\760.csv,24,8,0.0,0,1,15.0,19.0,26.823,False,
csv/203-csv/737.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\737.csv,8,3,0.0,2,0,8.0,8.0,8.792,False,
csv/203-csv/805.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\805.csv,27,5,0.0,1,0,19.6,22.0,8.393,False,
csv/204-csv/84.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\84.csv,44,8,0.0,2,0,36.125,43.5,8.131,False,
csv/204-csv/866.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\866.csv,105,5,0.0,0,0,56.2,70.0,9.305,False,
csv/204-csv/180.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\180.csv,12,6,0.0,0,1,9.333,12.0,12.514,False,
csv/203-csv/876.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\876.csv,7,4,0.0,0,0,6.25,6.0,47.393,False,
csv/203-csv/444.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\444.csv,53,9,0.0,1,0,26.0,32.0,9.413,False,
csv/204-csv/524.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\524.csv,9,4,0.055556,1,0,5.0,4.5,5.496,False,
csv/203-csv/758.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\758.csv,92,5,0.01087,0,2,57.6,86.0,23.326,False,
csv/203-csv/591.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\591.csv,19,5,0.0,2,1,8.6,7.0,10.274,False,
csv/204-csv/51.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\51.csv,20,6,0.0,1,0,12.833,14.5,9.269,False,
csv/204-csv/787.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\787.csv,25,1,0.0,0,0,25.0,25.0,134.72,False,
csv/204-csv/439.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\439.csv,19,10,0.005263,7,0,18.3,19.0,8.463,False,
csv/203-csv/414.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\414.csv,16,5,0.0,0,0,13.6,14.0,5.225,False,
csv/201-csv/10.csv,WikiTableQuestions\WikiTableQuestions\csv\201-csv\10.csv,15,5,0.0,1,0,12.4,15.0,11.305,False,
csv/204-csv/463.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\463.csv,8,6,0.0,2,0,3.833,3.0,9.271,False,
csv/204-csv/139.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\139.csv,8,4,0.0,0,0,6.0,7.0,21.906,False,
csv/204-csv/663.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\663.csv,20,6,0.0,4,0,13.0,14.0,4.667,False,
csv/204-csv/854.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\854.csv,21,7,0.061224,3,0,12.571,13.0,16.517,False,
csv/203-csv/108.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\108.csv,17,4,0.0,1,0,15.0,16.5,13.75,False,
csv/203-csv/654.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\654.csv,10,10,0.0,9,0,7.3,8.0,2.32,False,
csv/204-csv/633.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\633.csv,25,7,0.114286,0,2,13.143,11.0,19.443,False,
csv/204-csv/924.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\924.csv,34,8,0.0,4,0,19.25,18.0,4.559,False,
csv/204-csv/514.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\514.csv,10,9,0.077778,3,1,7.778,8.0,84.607,False,
csv/204-csv/992.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\992.csv,11,5,0.0,0,0,10.8,11.0,13.182,False,
csv/203-csv/496.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\496.csv,16,6,0.0,5,0,7.0,5.0,3.479,False,
csv/204-csv/530.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\530.csv,28,5,0.0,1,1,11.4,6.0,10.709,False,
csv/203-csv/456.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\456.csv,20,8,0.175,0,0,9.25,5.0,4.185,False,
csv/203-csv/844.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\844.csv,28,10,0.0,1,1,14.8,11.5,14.311,False,
csv/204-csv/693.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\693.csv,15,12,0.322222,7,4,9.75,11.5,2.436,False,
csv/203-csv/866.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\866.csv,16,5,0.0,2,0,13.6,16.0,13.125,False,
csv/204-csv/820.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\820.csv,195,6,0.0,0,0,126.167,158.0,12.819,False,
csv/203-csv/594.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\594.csv,10,8,0.0,5,1,6.625,6.5,6.435,False,
csv/204-csv/733.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\733.csv,10,5,0.0,0,1,8.8,10.0,10.75,False,
csv/203-csv/316.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\316.csv,8,5,0.0,2,0,7.2,8.0,42.525,False,
csv/202-csv/200.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\200.csv,23,4,0.0,1,1,14.0,16.0,21.739,False,
csv/203-csv/704.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\704.csv,11,11,0.0,3,0,7.909,8.0,11.504,False,
csv/204-csv/403.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\403.csv,18,6,0.0,2,0,16.167,18.0,10.324,False,
csv/204-csv/117.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\117.csv,15,6,0.0,1,1,6.0,3.5,8.211,False,
csv/203-csv/200.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\200.csv,68,7,0.0,1,0,35.143,32.0,8.623,False,
csv/204-csv/501.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\501.csv,7,7,0.0,2,0,6.286,7.0,12.408,False,
csv/204-csv/371.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\371.csv,6,7,0.0,3,0,3.857,4.0,7.381,False,
csv/204-csv/36.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\36.csv,20,6,0.0,0,1,16.0,20.0,13.458,False,
csv/204-csv/616.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\616.csv,10,9,0.0,1,1,8.333,10.0,11.111,False,
csv/203-csv/22.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\22.csv,9,1,0.0,0,0,9.0,9.0,56.111,False,
csv/204-csv/225.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\225.csv,57,9,0.0,8,0,10.778,3.0,1.934,False,
csv/204-csv/426.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\426.csv,7,6,0.0,2,0,3.167,2.0,8.532,False,
csv/204-csv/184.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\184.csv,16,1,0.0,0,0,16.0,16.0,48.562,False,
csv/203-csv/835.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\835.csv,14,6,0.02381,2,0,8.833,8.5,8.151,False,
csv/204-csv/555.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\555.csv,31,6,0.005376,1,0,15.0,13.5,11.192,False,
csv/204-csv/48.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\48.csv,22,6,0.0,1,0,15.667,18.0,13.265,False,
csv/204-csv/655.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\655.csv,12,4,0.0,1,0,11.5,12.0,18.458,False,
csv/204-csv/355.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\355.csv,11,6,0.0,2,0,7.5,7.0,7.773,False,
csv/204-csv/887.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\887.csv,30,5,0.0,1,0,20.6,21.0,8.867,False,
csv/203-csv/675.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\675.csv,8,7,0.0,1,0,5.286,6.0,9.19,False,
csv/204-csv/670.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\670.csv,14,6,0.0,1,0,14.0,14.0,8.69,False,
csv/201-csv/36.csv,WikiTableQuestions\WikiTableQuestions\csv\201-csv\36.csv,77,4,0.0,1,1,45.0,49.0,10.388,False,
csv/203-csv/99.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\99.csv,8,11,0.0,3,0,5.636,6.0,8.432,False,
csv/204-csv/309.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\309.csv,12,5,0.0,1,0,9.0,10.0,115.624,False,
csv/204-csv/698.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\698.csv,73,5,0.0,0,0,43.6,58.0,9.43,False,
csv/202-csv/179.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\179.csv,20,8,0.0,4,1,14.625,14.5,5.616,False,
csv/204-csv/716.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\716.csv,14,7,0.0,1,0,10.857,12.0,8.607,False,
csv/204-csv/334.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\334.csv,7,8,0.0,6,0,4.0,3.5,3.304,False,
csv/203-csv/762.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\762.csv,52,5,0.0,1,1,41.4,52.0,33.612,False,
csv/203-csv/613.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\613.csv,15,11,0.0,6,0,9.273,9.0,5.253,False,
csv/204-csv/676.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\676.csv,7,6,0.0,2,0,3.0,2.5,9.929,False,
csv/204-csv/544.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\544.csv,16,5,0.0,1,0,10.8,16.0,6.4,False,
csv/203-csv/54.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\54.csv,10,11,0.0,4,0,9.818,10.0,3.882,False,
csv/204-csv/971.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\971.csv,51,10,0.0,2,0,24.7,24.0,6.197,False,
csv/204-csv/723.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\723.csv,151,4,0.0,1,1,81.5,73.5,16.346,False,
csv/203-csv/234.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\234.csv,11,7,0.012987,0,0,10.857,11.0,7.661,False,
csv/204-csv/193.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\193.csv,35,5,0.0,1,0,22.4,20.0,13.331,False,
csv/203-csv/606.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\606.csv,32,6,0.0,1,0,20.667,27.0,11.495,False,
csv/204-csv/932.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\932.csv,15,5,0.0,1,1,11.8,15.0,35.745,False,
csv/204-csv/392.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\392.csv,57,6,0.0,1,0,41.0,55.0,8.488,False,
csv/203-csv/630.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\630.csv,55,6,0.0,5,0,26.833,18.5,2.318,False,
csv/204-csv/635.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\635.csv,8,5,0.0,2,0,6.8,8.0,5.8,False,
csv/203-csv/214.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\214.csv,124,5,0.0,1,0,57.8,28.0,6.979,False,
csv/203-csv/751.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\751.csv,11,6,0.393939,1,3,5.333,5.0,6.163,False,
csv/204-csv/490.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\490.csv,21,7,0.0,0,0,14.143,16.0,14.524,False,
csv/204-csv/388.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\388.csv,50,7,0.0,2,0,31.571,31.0,8.351,False,
csv/204-csv/798.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\798.csv,12,5,0.0,1,0,8.0,11.0,9.133,False,
csv/204-csv/56.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\56.csv,9,5,0.288889,1,2,5.4,5.0,9.705,False,
csv/204-csv/771.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\771.csv,7,6,0.0,5,0,5.333,5.0,2.119,False,
csv/203-csv/263.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\263.csv,44,5,0.0,0,2,27.6,36.0,11.067,False,
csv/203-csv/277.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\277.csv,8,5,0.05,1,0,6.6,7.0,6.65,False,
csv/204-csv/776.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\776.csv,59,5,0.0,1,0,51.2,55.0,67.445,False,
csv/204-csv/840.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\840.csv,24,1,0.0,0,0,24.0,24.0,90.0,False,
csv/203-csv/105.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\105.csv,7,5,0.0,1,0,6.6,7.0,12.343,False,
csv/203-csv/494.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\494.csv,8,6,0.0,4,0,6.0,6.5,5.911,False,
csv/203-csv/466.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\466.csv,11,6,0.0,5,0,8.167,8.0,2.561,False,
csv/203-csv/79.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\79.csv,138,7,0.0,1,0,73.571,75.0,15.713,False,
csv/203-csv/416.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\416.csv,13,5,0.0,1,1,6.0,4.0,8.769,False,
csv/203-csv/538.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\538.csv,13,6,0.0,0,0,7.5,8.0,12.779,False,
csv/204-csv/975.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\975.csv,12,8,0.0,5,0,6.375,6.5,6.448,False,
csv/204-csv/759.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\759.csv,11,5,0.0,1,0,8.8,9.0,11.164,False,
csv/204-csv/877.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\877.csv,19,9,0.040936,7,0,8.778,10.0,2.732,False,
csv/204-csv/74.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\74.csv,20,5,0.0,1,0,16.0,19.0,9.858,False,
csv/204-csv/421.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\421.csv,189,6,0.0,2,0,94.0,92.5,6.854,False,
csv/204-csv/63.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\63.csv,9,7,0.0,1,0,6.429,6.0,14.095,False,
csv/200-csv/32.csv,WikiTableQuestions\WikiTableQuestions\csv\200-csv\32.csv,17,6,0.0,4,1,8.333,6.5,5.729,False,
csv/203-csv/476.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\476.csv,12,5,0.0,1,1,10.6,12.0,18.427,False,
csv/204-csv/678.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\678.csv,55,6,0.0,1,0,29.167,28.5,12.612,False,
csv/203-csv/58.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\58.csv,142,8,0.0,1,2,100.125,115.5,12.178,False,
csv/204-csv/515.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\515.csv,8,8,0.0,2,0,6.375,8.0,8.938,False,
csv/204-csv/997.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\997.csv,9,6,0.0,0,0,6.667,8.5,15.597,False,
csv/203-csv/644.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\644.csv,10,7,0.0,3,0,9.286,10.0,9.055,False,
csv/204-csv/538.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\538.csv,10,5,0.0,1,0,9.4,10.0,10.92,False,
csv/204-csv/155.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\155.csv,16,6,0.0,3,0,11.0,15.0,5.469,False,
csv/204-csv/307.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\307.csv,27,5,0.0,1,1,19.6,23.0,17.668,False,
csv/204-csv/625.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\625.csv,13,5,0.0,0,0,7.8,7.0,15.092,False,
csv/204-csv/26.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\26.csv,25,5,0.0,1,0,15.0,11.0,11.277,False,
csv/204-csv/132.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\132.csv,10,8,0.0,1,1,6.75,8.5,11.434,False,
csv/203-csv/251.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\251.csv,10,5,0.0,0,0,5.6,4.0,7.46,False,
csv/204-csv/784.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\784.csv,14,5,0.0,4,0,8.4,8.0,3.343,False,
csv/203-csv/134.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\134.csv,12,5,0.0,1,0,8.8,7.0,7.75,False,
csv/203-csv/696.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\696.csv,8,7,0.232143,2,3,4.143,5.0,6.704,False,
csv/203-csv/622.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\622.csv,7,6,0.0,1,0,4.833,5.5,15.067,False,
csv/202-csv/269.csv,WikiTableQuestions\WikiTableQuestions\csv\202-csv\269.csv,114,9,0.0,4,0,96.0,113.0,5.061,False,
csv/204-csv/760.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\760.csv,27,6,0.006173,1,0,12.333,12.0,11.852,False,
csv/204-csv/16.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\16.csv,36,6,0.00463,0,1,28.333,34.0,32.727,False,
csv/204-csv/639.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\639.csv,11,6,0.015152,2,1,7.0,6.5,7.64,False,
csv/204-csv/204.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\204.csv,13,6,0.0,3,0,10.167,13.0,10.058,False,
csv/204-csv/427.csv,WikiTableQuestions\WikiTableQuestions\csv\204-csv\427.csv,18,5,0.0,1,1,5.8,3.0,31.667,False,
csv/203-csv/91.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\91.csv,13,6,0.0,1,0,8.333,8.0,10.141,False,
csv/203-csv/40.csv,WikiTableQuestions\WikiTableQuestions\csv\203-csv\40.csv,67,7,0.0,3,0,33.714,28.0,7.343,False,
